system               model                testN     trajN  tdiv/T   oob       lam   clip   par
lotka_volterra       elm_pedestal_c18    0.0001    0.0010   1.000  0.00  1.00e-10  0.000    19 [  255s]
lotka_volterra       elm_pedestal_c48    0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [  256s]
lotka_volterra       elm_pedestal_c192    0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  257s]
lotka_volterra       elm_silicon_c8      0.0087    0.3997   0.163  0.00  1.00e-06  0.000     9 [  258s]
lotka_volterra       elm_silicon_c18     0.0002    0.0069   1.000  0.00  3.16e-12  0.000    19 [  259s]
lotka_volterra       elm_silicon_c48     0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [  261s]
lotka_volterra       elm_silicon_c192    0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  262s]
lotka_volterra       elm0_ideal_c8       0.0952    0.4603   0.009  0.00  1.00e-04  0.000     5 [  263s]
lotka_volterra       elm0_ideal_c18      0.0428    5.4395   0.020  0.11  5.62e-06  0.000     7 [  263s]
lotka_volterra       elm0_pedestal_c8    0.1036    0.3791   0.028  0.00  5.62e-03  0.000     5 [  264s]
lotka_volterra       elm0_pedestal_c18    0.0210    1.0274   0.082  0.43  1.78e-05  0.000     7 [  265s]
lotka_volterra       elmtanh_f18         0.0173    0.9636   0.103  0.21  5.62e-05  0.000    19 [  265s]
lotka_volterra       elmtanh_f192        0.0020    0.0000   1.000  0.00  1.00e-12  0.000   193 [  266s]
logistic             elm_ideal_c8        0.0000    0.0000   1.000  0.00  1.00e-12  0.000     9 [  266s]
logistic             elm_ideal_c18       0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  266s]
logistic             elm_ideal_c48       0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [  266s]
logistic             elm_ideal_c192      0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  267s]
logistic             elm_pedestal_c8     0.0000    0.0000   1.000  0.00  1.00e-12  0.000     9 [  267s]
logistic             elm_pedestal_c18    0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  267s]
logistic             elm_pedestal_c48    0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [  268s]
logistic             elm_pedestal_c192    0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  268s]
logistic             elm_silicon_c8      0.0000    0.0000   1.000  0.00  1.00e-12  0.000     9 [  268s]
logistic             elm_silicon_c18     0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  269s]
logistic             elm_silicon_c48     0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [  269s]
logistic             elm_silicon_c192    0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  269s]
logistic             elm0_ideal_c8       0.0017    0.0011   1.000  0.00  1.78e-09  0.000     5 [  270s]
logistic             elm0_ideal_c18      0.0005    0.0002   1.000  0.00  3.16e-10  0.000     7 [  270s]
logistic             elm0_pedestal_c8    0.0027    0.0017   1.000  0.00  1.00e-08  0.000     5 [  270s]
logistic             elm0_pedestal_c18    0.0000    0.0000   1.000  0.00  1.00e-12  0.000     7 [  270s]
logistic             elmtanh_f18         0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  270s]
logistic             elmtanh_f192        0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  271s]
duffing_damped       elm_ideal_c8        0.0000    0.0004   1.000  0.00  1.00e-12  0.000     9 [  271s]
duffing_damped       elm_ideal_c18       0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  272s]
duffing_damped       elm_ideal_c48       0.0000    0.0001   1.000  0.00  1.00e-12  0.000    49 [  273s]
duffing_damped       elm_ideal_c192      0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  273s]
duffing_damped       elm_pedestal_c8     0.0000    0.0001   1.000  0.00  1.00e-12  0.000     9 [  274s]
duffing_damped       elm_pedestal_c18    0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  275s]
duffing_damped       elm_pedestal_c48    0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [  275s]
duffing_damped       elm_pedestal_c192    0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  276s]
duffing_damped       elm_silicon_c8      0.0000    0.0001   1.000  0.00  1.00e-12  0.000     9 [  277s]
duffing_damped       elm_silicon_c18     0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  278s]
duffing_damped       elm_silicon_c48     0.0000    0.0000   1.000  0.00  1.00e-12  0.000    49 [  278s]
duffing_damped       elm_silicon_c192    0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  279s]
duffing_damped       elm0_ideal_c8       0.0436    0.4617   0.040  0.00  1.78e-08  0.000     5 [  280s]
duffing_damped       elm0_ideal_c18      0.0055    0.0658   0.517  0.00  3.16e-11  0.000     7 [  281s]
duffing_damped       elm0_pedestal_c8    0.0024    0.0350   1.000  0.00  5.62e-11  0.000     5 [  281s]
duffing_damped       elm0_pedestal_c18    0.0001    0.0015   1.000  0.00  1.00e-12  0.000     7 [  282s]
duffing_damped       elmtanh_f18         0.0000    0.0000   1.000  0.00  1.00e-12  0.000    19 [  282s]
duffing_damped       elmtanh_f192        0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  282s]
pendulum_damped      elm_ideal_c8        0.0006    0.0008   1.000  0.00  1.00e-12  0.000     9 [  282s]
pendulum_damped      elm_ideal_c18       0.0000    0.0001   1.000  0.00  1.00e-12  0.000    19 [  283s]
pendulum_damped      elm_ideal_c48       0.0002    0.0003   1.000  0.00  1.00e-12  0.000    49 [  284s]
pendulum_damped      elm_ideal_c192      0.0000    0.0000   1.000  0.00  1.00e-12  0.000   193 [  284s]
